case_id,category,friction_coefficient,target_wheel_speed_rad_s,timestep_s,time_s,time_from_first_contact_s,contact_id,side,ball_x_m,ball_y_m,ball_z_m,ball_vx_m_s,ball_vy_m_s,ball_vz_m_s,ball_speed_m_s,ball_wx_rad_s,ball_wy_rad_s,ball_wz_rad_s,compression_m,compression_rate_m_s,normal_force_n,tangential_force_n,tangential_force_x_n,tangential_force_y_n,tangential_force_z_n,wheel_speed_rad_s,wheel_speed_droop_rad_s,wheel_speed_droop_percent,applied_motor_torque_nm,motor_mechanical_power_w,wheel_rotational_energy_j,wheel_surface_speed_at_contact_m_s,ball_surface_speed_at_contact_m_s,relative_tangential_velocity_x_m_s,relative_tangential_velocity_y_m_s,relative_tangential_velocity_z_m_s,slip_velocity_m_s,slip_ratio,friction_utilization,near_coulomb_limit,ball_contact_power_w,wheel_contact_power_w,contact_x_m,contact_y_m,contact_z_m,wheel_x_m,wheel_y_m,wheel_z_m,wheel_axis_x,wheel_axis_y,wheel_axis_z
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.025,0.004999999999999893,0,left,-0.0127918,0.0,0.342803,3.00628,0.0,0.895742,3.1368890909568354,0.0,-0.109894,0.0,0.00318967,0.349336,19.6263,5.88790433326018,5.41734,-0.656382,2.21111,79.8033,0.1935059999999993,0.24189215754438909,0.169837,13.553553062099997,21.497613063829963,7.9803348961596505,3.1117938319297087,-4.482717289094206,0.5431387585058187,-1.829638954544939,4.872097362422435,0.6105128952378951,1.000002434362765,True,11.410544408344471,-46.95300843441376,-0.00966668,0.0296242,0.343941,7.25681e-17,0.129,0.35,-0.34202,3.46945e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.025,0.004999999999999893,1,right,-0.0127918,0.0,0.342803,3.00628,0.0,0.895742,3.1368890909568354,0.0,-0.109894,0.0,0.00318967,0.349336,19.6263,5.88790433326018,5.41734,0.656382,2.21111,-79.8033,0.1935059999999993,0.24189215754438909,-0.169837,13.553553062099997,21.497613063829963,7.9803348961596505,3.1117938319297087,-4.482717289094206,-0.5431387585058187,-1.829638954544939,4.872097362422435,0.6105128952378951,1.000002434362765,True,11.410544408344471,-46.95300843441376,-0.00966668,-0.0296242,0.343941,7.25681e-17,-0.129,0.35,-0.34202,-3.46945e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.026,0.005999999999999783,0,left,-0.00966966,0.0,0.34374,3.12213,0.0,0.936364,3.2595204060407412,0.0,-0.145423,0.0,0.00351231,0.282158,22.6127,6.783816523131283,6.25377,-0.587753,2.56224,79.7176,0.27920599999998785,0.34902143468076446,0.174118,13.880269076800001,21.451465693959204,7.971764935161875,3.2418421474286765,-4.36378335503163,0.4101245987778115,-1.7878877516474474,4.73364024495575,0.5938007810637518,1.0000009615734053,True,15.544014126481882,-54.03658567174762,-0.00726703,0.0293766,0.344614,7.08456e-17,0.129,0.35,-0.34202,1.38778e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.026,0.005999999999999783,1,right,-0.00966966,0.0,0.34374,3.12213,0.0,0.936364,3.2595204060407412,0.0,-0.145423,0.0,0.00351231,0.282158,22.6127,6.783816523131283,6.25377,0.587753,2.56224,-79.7176,0.27920599999998785,0.34902143468076446,-0.174118,13.880269076800001,21.451465693959204,7.971764935161875,3.2418421474286765,-4.36378335503163,-0.4101245987778115,-1.7878877516474474,4.73364024495575,0.5938007810637518,1.0000009615734053,True,15.544014126481882,-54.03658567174762,-0.00726703,-0.0293766,0.344614,7.08456e-17,-0.129,0.35,-0.34202,-1.38778e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.027,0.007000000000000117,0,left,-0.00639542,0.0,0.344731,3.27425,0.0,0.991793,3.4211644826504615,0.0,-0.178067,0.0,0.00376369,0.20648,25.0013,7.500388865847491,6.9236,-0.452977,2.84858,79.6194,0.37740599999999347,0.4717763356701935,0.179028,14.254101943199998,21.398648337041926,7.961945888297364,3.4097556316322577,-4.205688058800432,0.27515713916850965,-1.7303446517063006,4.55605268986878,0.5722285423423139,0.9999998487875286,True,20.33261520988701,-59.66692447612056,-0.0047348,0.0291828,0.345336,6.8924e-17,0.129,0.35,-0.34202,1.38778e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.027,0.007000000000000117,1,right,-0.00639542,0.0,0.344731,3.27425,0.0,0.991793,3.4211644826504615,0.0,-0.178067,0.0,0.00376369,0.20648,25.0013,7.500388865847491,6.9236,0.452977,2.84858,-79.6194,0.37740599999999347,0.4717763356701935,-0.179028,14.254101943199998,21.398648337041926,7.961945888297364,3.4097556316322577,-4.205688058800432,-0.27515713916850965,-1.7303446517063006,4.55605268986878,0.5722285423423139,0.9999998487875286,True,20.33261520988701,-59.66692447612056,-0.0047348,-0.0291828,0.345336,6.8924e-17,-0.129,0.35,-0.34202,-1.38778e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.028,0.008000000000000007,0,left,-0.00293139,0.0,0.345794,3.46402,0.0,1.0624,3.6232759100570857,0.0,-0.203984,0.0,0.00393187,0.117559,26.5927,7.977809382186879,7.36869,-0.258947,3.04644,79.5114,0.48540599999999756,0.606781725760398,0.18443,14.664287502,21.340635174371936,7.951141360082751,3.6165661327988183,-4.00732024454236,0.1408234398821429,-1.6567382248215667,4.338574458174504,0.5456542981307718,0.9999999225585567,True,25.63569588346362,-63.37405999556671,-0.00204397,0.0290528,0.346117,6.68167e-17,0.129,0.35,-0.34202,6.93889e-18,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.028,0.008000000000000007,1,right,-0.00293139,0.0,0.345794,3.46402,0.0,1.0624,3.6232759100570857,0.0,-0.203984,0.0,0.00393187,0.117559,26.5927,7.977809382186879,7.36869,0.258947,3.04644,-79.5114,0.48540599999999756,0.606781725760398,-0.18443,14.664287502,21.340635174371936,7.951141360082751,3.6165661327988183,-4.00732024454236,-0.1408234398821429,-1.6567382248215667,4.338574458174504,0.5456542981307718,0.9999999225585567,True,25.63569588346362,-63.37405999556671,-0.00204397,-0.0290528,0.346117,6.68167e-17,-0.129,0.35,-0.34202,-6.93889e-18,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.029,0.008999999999999897,0,left,0.000758727,0.0,0.346941,3.69012,0.0,1.14746,3.8644081132820327,0.0,-0.219346,0.0,0.00399957,0.00996973,27.1548,8.146440637344408,7.52195,-0.0210194,3.12799,79.3971,0.5997059999999976,0.7496624302725258,0.190143,15.0968027853,21.279323680313887,7.939715094054641,3.8600200624229455,-3.7707774174866966,0.010537076391054898,-1.5680648324435593,4.083834066285353,0.5143552404472774,1.0000000782359422,True,31.075420618984488,-64.61475882921269,0.000829113,0.0290003,0.346967,6.45377e-17,0.129,0.35,-0.34202,2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.029,0.008999999999999897,1,right,0.000758727,0.0,0.346941,3.69012,0.0,1.14746,3.8644081132820327,0.0,-0.219346,0.0,0.00399957,0.00996973,27.1548,8.146440637344408,7.52195,0.0210194,3.12799,-79.3971,0.5997059999999976,0.7496624302725258,-0.190143,15.0968027853,21.279323680313887,7.939715094054641,3.8600200624229455,-3.7707774174866966,-0.010537076391054898,-1.5680648324435593,4.083834066285353,0.5143552404472774,1.0000000782359422,True,31.075420618984488,-64.61475882921269,0.000829113,-0.0290003,0.346967,6.45377e-17,-0.129,0.35,-0.34202,-2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.03,0.009999999999999787,0,left,0.00470595,0.0,0.348186,3.94723,0.0,1.24469,4.138825663035349,0.0,-0.22065,0.0,0.00394399,-0.121805,26.2572,7.8771672709371865,7.26248,0.231782,3.04178,79.2813,0.7155059999999906,0.8944182096470086,0.195936,15.5340607968,21.21729751778795,7.928132090516976,4.133097612389364,-3.502851882015077,-0.11179351338825201,-1.467116821681785,3.7993290019994217,0.4792212035094481,1.000000923040434,True,35.65093897750614,-62.38077192517625,0.00390165,0.0290434,0.347893,6.21023e-17,0.129,0.35,-0.34202,2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.03,0.009999999999999787,1,right,0.00470595,0.0,0.348186,3.94723,0.0,1.24469,4.138825663035349,0.0,-0.22065,0.0,0.00394399,-0.121805,26.2572,7.8771672709371865,7.26248,-0.231782,3.04178,-79.2813,0.7155059999999906,0.8944182096470086,-0.195936,15.5340607968,21.21729751778795,7.928132090516976,4.133097612389364,-3.502851882015077,0.11179351338825201,-1.467116821681785,3.7993290019994217,0.4792212035094481,1.000000923040434,True,35.65093897750614,-62.38077192517625,0.00390165,-0.0290434,0.347893,6.21023e-17,-0.129,0.35,-0.34202,-2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.031,0.01100000000000012,0,left,0.00892867,0.0,0.349535,4.22272,0.0,1.3489,4.432933048039413,0.0,-0.205428,0.0,0.00373766,-0.282054,23.4236,7.027071635676983,6.45989,0.446894,2.72944,79.1703,0.8265059999999949,1.0331737494619408,0.201485,15.9516278955,21.1579273674835,7.917036999627693,4.42042039731831,-3.218510038617714,-0.22265584503100744,-1.359891336898729,3.501097962380042,0.44222326642463394,0.9999988097014668,True,37.56663838042014,-55.562091011846036,0.00717769,0.0292029,0.348898,5.95262e-17,0.129,0.35,-0.34202,0.0,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.031,0.01100000000000012,1,right,0.00892867,0.0,0.349535,4.22272,0.0,1.3489,4.432933048039413,0.0,-0.205428,0.0,0.00373766,-0.282054,23.4236,7.027071635676983,6.45989,-0.446894,2.72944,-79.1703,0.8265059999999949,1.0331737494619408,-0.201485,15.9516278955,21.1579273674835,7.917036999627693,4.42042039731831,-3.218510038617714,0.22265584503100744,-1.359891336898729,3.501097962380042,0.44222326642463394,0.9999988097014668,True,37.56663838042014,-55.562091011846036,0.00717769,-0.0292029,0.348898,5.95262e-17,-0.129,0.35,-0.34202,0.0,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.032,0.01200000000000001,0,left,0.0134225,0.0,0.350986,4.49381,0.0,1.45081,4.722200543411938,0.0,-0.173972,0.0,0.00335161,-0.471365,18.6765,5.602959357984046,5.12728,0.558839,2.18903,79.0728,0.9240059999999914,1.1550536155155888,0.206362,16.3176211536,21.105846532478353,7.9072842598071595,4.695405897146523,-2.9435139882966705,-0.3208230756641696,-1.2567006347665934,3.2165973528869833,0.4067891386220923,1.0000016701887482,True,35.02018104421863,-44.2390932254181,0.0106396,0.0295001,0.349973,5.68257e-17,0.129,0.35,-0.34202,-2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.032,0.01200000000000001,1,right,0.0134225,0.0,0.350986,4.49381,0.0,1.45081,4.722200543411938,0.0,-0.173972,0.0,0.00335161,-0.471365,18.6765,5.602959357984046,5.12728,-0.558839,2.18903,-79.0728,0.9240059999999914,1.1550536155155888,-0.206362,16.3176211536,21.105846532478353,7.9072842598071595,4.695405897146523,-2.9435139882966705,0.3208230756641696,-1.2567006347665934,3.2165973528869833,0.4067891386220923,1.0000016701887482,True,35.02018104421863,-44.2390932254181,0.0106396,-0.0295001,0.349973,5.68257e-17,-0.129,0.35,-0.34202,2.77556e-17,0.939693
regression_mu_0p3_dt_1ms,friction_speed_matrix,0.3,80.0,0.001,2.033,0.0129999999999999,0,left,0.0181535,0.0,0.352524,4.73106,0.0,1.5385,4.974928238035198,0.0,-0.131297,0.0,0.00276099,-0.684183,12.5333,3.7599788840131803,3.41908,0.516535,1.47666,78.9971,0.9997059999999891,1.2496823935695498,0.210147,16.6010035737,21.06545469607128,7.8997152086512985,4.924640422706671,-2.7099092271531675,-0.4093959640099678,-1.1703705176480372,2.980097351318789,0.37724111219290074,0.9999970436126638,True,27.022663863678957,-29.65269260285438,0.0142433,0.0299513,0.351101,5.40173e-17,0.129,0.35,-0.34202,0.0,0.939693
